Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
,"Shinjuku, 160-0022, Japan",,,,,
"¥539,344","Shinjuku, 169-0073, Japan",,1.0,452 Sq Ft,,1
,Arakicho 1-15,,,,,
"¥809,016","Saitama, Saitama Prefecture, Japan",,1.0,431 Sq Ft,,2
,"Kisarazu, Chiba Prefecture, Japan",,,,,
"¥430,605","Minato, 107-0062, Japan",,1.0,280 Sq Ft,,1
,"Sumida, Japan",,,,,
"¥574,141",9-chome-758-23 Minami 8,,1.0,388 Sq Ft,,Studio
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",,1.0,549 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥552,393","Asakusa, Taito, 111-0032, Japan",,1.0,409 Sq Ft,,2
,"Katsushika, Japan",,,,,
"¥1,58M","Shinjuku, Japan",,2.0,161 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥300,119","Shinagawa, Japan",,1.0,980 Sq Ft,,1
,"Adachi, Umeda 1-chome, JP",,,,,
"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",,1.0,323 Sq Ft,,Studio
,C18,,,,,
"¥874,259",,,1.0,624 Sq Ft,,3
,,,,,,
"¥595,888",,,2.0,269 Sq Ft,,1
,,,,,,
¥1M,,,1.0,861 Sq Ft,,1
,,,,,,
"¥378,411",,,2.0,172 Sq Ft,,1
,,,,,,
"¥1,05M",,,2.0,753 Sq Ft,,3
,,,,,,
"¥665,481",,,1.0,549 Sq Ft,,1
,,,,,,
"¥1,69M",,,1.0,,,3
,,,,,,
"¥1,8M",,,,,,2
,,,,,,
"¥66,000",,,,,,1
,,,,,,
"¥137,736",,,,,,2
,,,,,,
"¥1,87M",,,,,,Studio
,,,,,,
"¥730,724","Suginami, Japan",,1.0,17 Sq Ft,,1
,"Shinjuku, 169-0072, Japan",,,,,
"¥1,18M","Toshima, Japan",,1.0,484 Sq Ft,,1
,"Miura-gun, Japan",,,,,
"¥669,831",MQ93+2C Tokyo,,1.0,301 Sq Ft,,1
,"Edogawa, Japan",,,,,
"¥469,751","Saitama, Saitama Prefecture, Japan",,1.0,786 Sq Ft,,3
,"Taito, Japan",,,,,
"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",,1.0,26 Sq M,,Studio
,"Zushi, Kanagawa Prefecture, Japan",,,,,
"¥321,867","Arakawa, Japan",,1.0,183 Sq Ft,,1
,"Setagaya, Japan",,,,,
"¥400,159","220 Yamashita, Naka",,1.0,215 Sq Ft,,1
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥882,959","Taito, Japan",,3.0,753 Sq Ft,,2
,"Minato, Japan",,,,,
"¥1,37M","Chiba, Chiba Prefecture, Japan",,1.0,"1,507 Sq Ft",,Studio
,Nak be aldea zama,,,,,
"¥943,852","Kanagawa Prefecture 240-0112, Japan",,1.0,258 Sq Ft,,4
,"Setagaya, Japan",,,,,
"¥534,995","Taito, Japan",,1.0,280 Sq Ft,,1
,"Shinjuku, 169-0073, Japan",,,,,
"¥835,114",,,1.0,183 Sq Ft,,1
,,,,,,
"¥404,508",,,1.0,355 Sq Ft,,Studio
,,,,,,
"¥265,323",,,1.0,624 Sq Ft,,1
,,,,,,
"¥1,06M",,,1.0,140 Sq Ft,,1
,,,,,,
"¥4,14M",,,1.0,323 Sq Ft,,3
,,,,,,
"¥274,022",,,1.0,538 Sq Ft,,1
,,,,,,
"¥556,742",,,,753 Sq Ft,,Studio
,,,,,,
"¥504,548",,,,,,1
,,,,,,
"¥1,77M",,,,,,2
,,,,,,
"¥1,17M",,,,,,5
,,,,,,
"¥361,013",,,,,,Studio
,,,,,,
"¥146,575",MQ87+X3 Tokyo,,1.0,18 Sq M,,Studio
,"Chiyoda, Japan",,,,,
"¥1,67M","Matsudo, Chiba Prefecture, Japan",,1.0,366 Sq Ft,,1
,"Shinjuku, 160-0022, Japan",,,,,
"¥539,344","Shinjuku, 169-0073, Japan",,1.0,452 Sq Ft,,1
,Arakicho 1-15,,,,,
"¥809,016","Saitama, Saitama Prefecture, Japan",,1.0,431 Sq Ft,,2
,"Kisarazu, Chiba Prefecture, Japan",,,,,
"¥430,605","Minato, 107-0062, Japan",,1.0,280 Sq Ft,,1
,"Sumida, Japan",,,,,
"¥574,141",9-chome-758-23 Minami 8,,1.0,388 Sq Ft,,Studio
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",,1.0,549 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥552,393","Asakusa, Taito, 111-0032, Japan",,1.0,409 Sq Ft,,2
,"Katsushika, Japan",,,,,
"¥1,58M","Shinjuku, Japan",,2.0,161 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥300,119","Shinagawa, Japan",,1.0,980 Sq Ft,,1
,"Adachi, Umeda 1-chome, JP",,,,,
"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",,1.0,323 Sq Ft,,Studio
,C18,,,,,
"¥874,259",,,1.0,624 Sq Ft,,3
,,,,,,
"¥595,888",,,2.0,269 Sq Ft,,1
,,,,,,
¥1M,,,1.0,861 Sq Ft,,1
,,,,,,
"¥378,411",,,2.0,172 Sq Ft,,1
,,,,,,
"¥1,05M",,,2.0,753 Sq Ft,,3
,,,,,,
"¥665,481",,,1.0,549 Sq Ft,,1
,,,,,,
"¥1,69M",,,1.0,,,3
,,,,,,
"¥1,8M",,,,,,2
,,,,,,
"¥66,000",,,,,,1
,,,,,,
"¥137,736",,,,,,2
,,,,,,
"¥1,87M",,,,,,Studio
,,,,,,
"¥730,724","Suginami, Japan",,1.0,17 Sq Ft,,1
,"Shinjuku, 169-0072, Japan",,,,,
"¥1,18M","Toshima, Japan",,1.0,484 Sq Ft,,1
,"Miura-gun, Japan",,,,,
"¥669,831",MQ93+2C Tokyo,,1.0,301 Sq Ft,,1
,"Edogawa, Japan",,,,,
"¥469,751","Saitama, Saitama Prefecture, Japan",,1.0,786 Sq Ft,,3
,"Taito, Japan",,,,,
"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",,1.0,26 Sq M,,Studio
,"Zushi, Kanagawa Prefecture, Japan",,,,,
"¥321,867","Arakawa, Japan",,1.0,183 Sq Ft,,1
,"Setagaya, Japan",,,,,
"¥400,159","220 Yamashita, Naka",,1.0,215 Sq Ft,,1
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥882,959","Taito, Japan",,3.0,753 Sq Ft,,2
,"Minato, Japan",,,,,
"¥1,37M","Chiba, Chiba Prefecture, Japan",,1.0,"1,507 Sq Ft",,Studio
,Nak be aldea zama,,,,,
"¥943,852","Kanagawa Prefecture 240-0112, Japan",,1.0,258 Sq Ft,,4
,"Setagaya, Japan",,,,,
"¥534,995","Taito, Japan",,1.0,280 Sq Ft,,1
,"Shinjuku, 169-0073, Japan",,,,,
"¥835,114",,,1.0,183 Sq Ft,,1
,,,,,,
"¥404,508",,,1.0,355 Sq Ft,,Studio
,,,,,,
"¥265,323",,,1.0,624 Sq Ft,,1
,,,,,,
"¥1,06M",,,1.0,140 Sq Ft,,1
,,,,,,
"¥4,14M",,,1.0,323 Sq Ft,,3
,,,,,,
"¥274,022",,,1.0,538 Sq Ft,,1
,,,,,,
"¥556,742",,,,753 Sq Ft,,Studio
,,,,,,
"¥504,548",,,,,,1
,,,,,,
"¥1,77M",,,,,,2
,,,,,,
"¥1,17M",,,,,,5
,,,,,,
"¥361,013",,,,,,Studio
,,,,,,
"¥146,575",MQ87+X3 Tokyo,,1.0,18 Sq M,,Studio
,"Chiyoda, Japan",,,,,
"¥1,67M","Matsudo, Chiba Prefecture, Japan",,1.0,366 Sq Ft,,1
,"Shinjuku, 160-0022, Japan",,,,,
"¥539,344","Shinjuku, 169-0073, Japan",,1.0,452 Sq Ft,,1
,Arakicho 1-15,,,,,
"¥809,016","Saitama, Saitama Prefecture, Japan",,1.0,431 Sq Ft,,2
,"Kisarazu, Chiba Prefecture, Japan",,,,,
"¥430,605","Minato, 107-0062, Japan",,1.0,280 Sq Ft,,1
,"Sumida, Japan",,,,,
"¥574,141",9-chome-758-23 Minami 8,,1.0,388 Sq Ft,,Studio
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",,1.0,549 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥552,393","Asakusa, Taito, 111-0032, Japan",,1.0,409 Sq Ft,,2
,"Katsushika, Japan",,,,,
"¥1,58M","Shinjuku, Japan",,2.0,161 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥300,119","Shinagawa, Japan",,1.0,980 Sq Ft,,1
,"Adachi, Umeda 1-chome, JP",,,,,
"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",,1.0,323 Sq Ft,,Studio
,C18,,,,,
"¥874,259",,,1.0,624 Sq Ft,,3
,,,,,,
"¥595,888",,,2.0,269 Sq Ft,,1
,,,,,,
¥1M,,,1.0,861 Sq Ft,,1
,,,,,,
"¥378,411",,,2.0,172 Sq Ft,,1
,,,,,,
"¥1,05M",,,2.0,753 Sq Ft,,3
,,,,,,
"¥665,481",,,1.0,549 Sq Ft,,1
,,,,,,
"¥1,69M",,,1.0,,,3
,,,,,,
"¥1,8M",,,,,,2
,,,,,,
"¥66,000",,,,,,1
,,,,,,
"¥137,736",,,,,,2
,,,,,,
"¥1,87M",,,,,,Studio
,,,,,,
"$1,200","20 Brockton Ave, Toronto, ON M6K 1S5, Canada",,2.0,"2,600 Sq M",,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,700","165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",,1.0,57 Sq M,,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,200","Toronto, ON M5E 0E3, Canada",,1.0,48 Sq M,,1
,"Mississauga, ON L5E 3E1, Canada",,,,,
"$2,950","M3H, Canada",,1.0,60 Sq M,,2
,"Richmond Hill, ON L4B 4M8, Canada",,,,,
"$3,913","Northcliffe Village, York, ON M6E 3H4, Canada",,1.0,"1,200 Sq Ft",,1
,"West Bend, Toronto, ON M6P 2G1, Canada",,,,,
"$4,525","Bloor, Toronto, ON M5R 1C4, Canada",,2.0,"5,500 Sq Ft",,2
,"Little Italy, Toronto, ON M6H 1G9, Canada",,,,,
"$8,234","Toronto, ON M5J 0B1, Canada",,4.0,"2,200 Sq Ft",,6
,"Malton, Mississauga, ON L4T 2W7, Canada",,,,,
"$5,625","Toronto, ON M5J 0B1, Canada",,4.0,"2,000 Sq Ft",,4
,"North Midtown, Toronto, ON M4W 1L4, Canada",,,,,
"$9,824","Old Toronto, Chaplin Estates, CA",,1.0,495 Sq Ft,,3
,"The Beach Triangle, Toronto, ON M4L 1G7, Canada",,,,,
"$14,552","Toronto, North York, CA",,3.0,650 Sq Ft,,3
,"Highbrush, Pickering, ON L1V 6Y4, Canada",,,,,
"$7,174","University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,1.0,800 Sq Ft,,1
,3 dewitt rd,,,,,
"$7,908",,,1.0,"1,300 Sq Ft",,Studio
,,,,,,
"$3,995",,,1.0,"1,797 Sq Ft",,1
,,,,,,
"$1,997",,,1.0,89 Sq M,,1
,,,,,,
"$7,541",,,1.0,"1,200 Sq Ft",,1
,,,,,,
"$6,644",,,1.0,,,1
,,,,,,
"$1,440",,,3.0,,,2
,,,,,,
"$5,625",,,2.0,,,3
,,,,,,
"$1,300",,,3.0,,,3
,,,,,,
"$3,628",,,2.0,,,3
,,,,,,
"$4,350",,,2.0,,,2
,,,,,,
"$3,662",,,,,,3
,,,,,,
"$10,598","Toronto, ON M5V 1C1, Canada",,1.0,750 Sq Ft,,2
,"Toronto, Scarborough, CA",,,,,
$900,"Spadina, Toronto, ON M5V 3T5, Canada",,1.0,"2,500 Sq Ft",,1
,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,
"$3,587","Toronto, Jane & Finch, CA",,1.0,650 Sq Ft,,1
,"Bickford Park, Toronto, ON M6G 3L4, Canada",,,,,
"$4,525","Willowdale East, North York, ON M2N 7L4, Canada",,1.0,950 Sq Ft,,2
,"Toronto, ON M5J 0B1, Canada",,,,,
$900,"Etobicoke, ON M8Y 0A7, Canada",,1.0,,,3
,"Etobicoke West Mall, Etobicoke, ON M9C 0A9, Canada",,,,,
"$3,709","Upper Beach, Toronto, ON M4L 3V3, Canada",,1.0,,,2
,"Toronto, ON M5J 3A2, Canada",,,,,
"$6,767","Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,1.0,,,Studio
,"Spadina, Toronto, ON M5V 0E9, Canada",,,,,
"$3,872","Old Toronto, South Riverdale, CA",,1.0,,,1
,"Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,,,,
"$3,139","Toronto, ON M5J 0B1, Canada",,1.0,,,1
,"Tarragon Village, Toronto, ON M5R 3B9, Canada",,,,,
"$5,136","Allenby, Toronto, ON M4R 1J6, Canada",,2.0,,,1
,"West Bend, Toronto, ON M6P 1A5, Canada",,,,,
"$6,807","Toronto, Birchmount Park, CA",,3.0,,,2
,"Seaton Village, Toronto, ON M6G 1Z4, Canada",,,,,
"$3,995",,,1.0,,,Studio
,,,,,,
"$7,296",,,1.0,,,3
,,,,,,
"$3,628",,,1.0,,,1
,,,,,,
$900,,,2.0,,,1
,,,,,,
"$3,139",,,2.0,,,1
,,,,,,
"$6,033",,,1.0,,,Studio
,,,,,,
"$9,824",,,2.0,,,2
,,,,,,
"$8,438",,,,,,Studio
,,,,,,
"$4,117",,,,,,3
,,,,,,
"$1,800",,,,,,1
,,,,,,
"$12,229",,,,,,2
,,,,,,
"$1,200","20 Brockton Ave, Toronto, ON M6K 1S5, Canada",,2.0,"2,600 Sq M",,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,700","165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",,1.0,57 Sq M,,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,200","Toronto, ON M5E 0E3, Canada",,1.0,48 Sq M,,1
,"Mississauga, ON L5E 3E1, Canada",,,,,
"$2,950","M3H, Canada",,1.0,60 Sq M,,2
,"Richmond Hill, ON L4B 4M8, Canada",,,,,
"$3,913","Northcliffe Village, York, ON M6E 3H4, Canada",,1.0,"1,200 Sq Ft",,1
,"West Bend, Toronto, ON M6P 2G1, Canada",,,,,
"$4,525","Bloor, Toronto, ON M5R 1C4, Canada",,2.0,"5,500 Sq Ft",,2
,"Little Italy, Toronto, ON M6H 1G9, Canada",,,,,
"$8,234","Toronto, ON M5J 0B1, Canada",,4.0,"2,200 Sq Ft",,6
,"Malton, Mississauga, ON L4T 2W7, Canada",,,,,
"$5,625","Toronto, ON M5J 0B1, Canada",,4.0,"2,000 Sq Ft",,4
,"North Midtown, Toronto, ON M4W 1L4, Canada",,,,,
"$9,824","Old Toronto, Chaplin Estates, CA",,1.0,495 Sq Ft,,3
,"The Beach Triangle, Toronto, ON M4L 1G7, Canada",,,,,
"$14,552","Toronto, North York, CA",,3.0,650 Sq Ft,,3
,"Highbrush, Pickering, ON L1V 6Y4, Canada",,,,,
"$7,174","University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,1.0,800 Sq Ft,,1
,3 dewitt rd,,,,,
"$7,908",,,1.0,"1,300 Sq Ft",,Studio
,,,,,,
"$3,995",,,1.0,"1,797 Sq Ft",,1
,,,,,,
"$1,997",,,1.0,89 Sq M,,1
,,,,,,
"$7,541",,,1.0,"1,200 Sq Ft",,1
,,,,,,
"$6,644",,,1.0,,,1
,,,,,,
"$1,440",,,3.0,,,2
,,,,,,
"$5,625",,,2.0,,,3
,,,,,,
"$1,300",,,3.0,,,3
,,,,,,
"$3,628",,,2.0,,,3
,,,,,,
"$4,350",,,2.0,,,2
,,,,,,
"$3,662",,,,,,3
,,,,,,
"$10,598","Toronto, ON M5V 1C1, Canada",,1.0,750 Sq Ft,,2
,"Toronto, Scarborough, CA",,,,,
$900,"Spadina, Toronto, ON M5V 3T5, Canada",,1.0,"2,500 Sq Ft",,1
,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,
"$3,587","Toronto, Jane & Finch, CA",,1.0,650 Sq Ft,,1
,"Bickford Park, Toronto, ON M6G 3L4, Canada",,,,,
"$4,525","Willowdale East, North York, ON M2N 7L4, Canada",,1.0,950 Sq Ft,,2
,"Toronto, ON M5J 0B1, Canada",,,,,
$900,"Etobicoke, ON M8Y 0A7, Canada",,1.0,,,3
,"Etobicoke West Mall, Etobicoke, ON M9C 0A9, Canada",,,,,
"$3,709","Upper Beach, Toronto, ON M4L 3V3, Canada",,1.0,,,2
,"Toronto, ON M5J 3A2, Canada",,,,,
"$6,767","Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,1.0,,,Studio
,"Spadina, Toronto, ON M5V 0E9, Canada",,,,,
"$3,872","Old Toronto, South Riverdale, CA",,1.0,,,1
,"Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,,,,
"$3,139","Toronto, ON M5J 0B1, Canada",,1.0,,,1
,"Tarragon Village, Toronto, ON M5R 3B9, Canada",,,,,
"$5,136","Allenby, Toronto, ON M4R 1J6, Canada",,2.0,,,1
,"West Bend, Toronto, ON M6P 1A5, Canada",,,,,
"$6,807","Toronto, Birchmount Park, CA",,3.0,,,2
,"Seaton Village, Toronto, ON M6G 1Z4, Canada",,,,,
"$3,995",,,1.0,,,Studio
,,,,,,
"$7,296",,,1.0,,,3
,,,,,,
"$3,628",,,1.0,,,1
,,,,,,
$900,,,2.0,,,1
,,,,,,
"$3,139",,,2.0,,,1
,,,,,,
"$6,033",,,1.0,,,Studio
,,,,,,
"$9,824",,,2.0,,,2
,,,,,,
"$8,438",,,,,,Studio
,,,,,,
"$4,117",,,,,,3
,,,,,,
"$1,800",,,,,,1
,,,,,,
"$12,229",,,,,,2
,,,,,,
"$1,200","20 Brockton Ave, Toronto, ON M6K 1S5, Canada",,2.0,"2,600 Sq M",,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,700","165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",,1.0,57 Sq M,,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,200","Toronto, ON M5E 0E3, Canada",,1.0,48 Sq M,,1
,"Mississauga, ON L5E 3E1, Canada",,,,,
"$2,950","M3H, Canada",,1.0,60 Sq M,,2
,"Richmond Hill, ON L4B 4M8, Canada",,,,,
"$3,913","Northcliffe Village, York, ON M6E 3H4, Canada",,1.0,"1,200 Sq Ft",,1
,"West Bend, Toronto, ON M6P 2G1, Canada",,,,,
"$4,525","Bloor, Toronto, ON M5R 1C4, Canada",,2.0,"5,500 Sq Ft",,2
,"Little Italy, Toronto, ON M6H 1G9, Canada",,,,,
"$8,234","Toronto, ON M5J 0B1, Canada",,4.0,"2,200 Sq Ft",,6
,"Malton, Mississauga, ON L4T 2W7, Canada",,,,,
"$5,625","Toronto, ON M5J 0B1, Canada",,4.0,"2,000 Sq Ft",,4
,"North Midtown, Toronto, ON M4W 1L4, Canada",,,,,
"$9,824","Old Toronto, Chaplin Estates, CA",,1.0,495 Sq Ft,,3
,"The Beach Triangle, Toronto, ON M4L 1G7, Canada",,,,,
"$14,552","Toronto, North York, CA",,3.0,650 Sq Ft,,3
,"Highbrush, Pickering, ON L1V 6Y4, Canada",,,,,
"$7,174","University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,1.0,800 Sq Ft,,1
,3 dewitt rd,,,,,
"$7,908",,,1.0,"1,300 Sq Ft",,Studio
,,,,,,
"$3,995",,,1.0,"1,797 Sq Ft",,1
,,,,,,
"$1,997",,,1.0,89 Sq M,,1
,,,,,,
"$7,541",,,1.0,"1,200 Sq Ft",,1
,,,,,,
"$6,644",,,1.0,,,1
,,,,,,
"$1,440",,,3.0,,,2
,,,,,,
"$5,625",,,2.0,,,3
,,,,,,
"$1,300",,,3.0,,,3
,,,,,,
"$3,628",,,2.0,,,3
,,,,,,
"$4,350",,,2.0,,,2
,,,,,,
"$3,662",,,,,,3
,,,,,,
"$10,598","Toronto, ON M5V 1C1, Canada",,1.0,750 Sq Ft,,2
,"Toronto, Scarborough, CA",,,,,
$900,"Spadina, Toronto, ON M5V 3T5, Canada",,1.0,"2,500 Sq Ft",,1
,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,
"$3,587","Toronto, Jane & Finch, CA",,1.0,650 Sq Ft,,1
,"Bickford Park, Toronto, ON M6G 3L4, Canada",,,,,
"$4,525","Willowdale East, North York, ON M2N 7L4, Canada",,1.0,950 Sq Ft,,2
,"Toronto, ON M5J 0B1, Canada",,,,,
$900,"Etobicoke, ON M8Y 0A7, Canada",,1.0,,,3
,"Etobicoke West Mall, Etobicoke, ON M9C 0A9, Canada",,,,,
"$3,709","Upper Beach, Toronto, ON M4L 3V3, Canada",,1.0,,,2
,"Toronto, ON M5J 3A2, Canada",,,,,
"$6,767","Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,1.0,,,Studio
,"Spadina, Toronto, ON M5V 0E9, Canada",,,,,
"$3,872","Old Toronto, South Riverdale, CA",,1.0,,,1
,"Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,,,,
"$3,139","Toronto, ON M5J 0B1, Canada",,1.0,,,1
,"Tarragon Village, Toronto, ON M5R 3B9, Canada",,,,,
"$5,136","Allenby, Toronto, ON M4R 1J6, Canada",,2.0,,,1
,"West Bend, Toronto, ON M6P 1A5, Canada",,,,,
"$6,807","Toronto, Birchmount Park, CA",,3.0,,,2
,"Seaton Village, Toronto, ON M6G 1Z4, Canada",,,,,
"$3,995",,,1.0,,,Studio
,,,,,,
"$7,296",,,1.0,,,3
,,,,,,
"$3,628",,,1.0,,,1
,,,,,,
$900,,,2.0,,,1
,,,,,,
"$3,139",,,2.0,,,1
,,,,,,
"$6,033",,,1.0,,,Studio
,,,,,,
"$9,824",,,2.0,,,2
,,,,,,
"$8,438",,,,,,Studio
,,,,,,
"$4,117",,,,,,3
,,,,,,
"$1,800",,,,,,1
,,,,,,
"$12,229",,,,,,2
,,,,,,
"$1,200","20 Brockton Ave, Toronto, ON M6K 1S5, Canada",,2.0,"2,600 Sq M",,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,700","165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",,1.0,57 Sq M,,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,200","Toronto, ON M5E 0E3, Canada",,1.0,48 Sq M,,1
,"Mississauga, ON L5E 3E1, Canada",,,,,
"$2,950","M3H, Canada",,1.0,60 Sq M,,2
,"Richmond Hill, ON L4B 4M8, Canada",,,,,
"$3,913","Northcliffe Village, York, ON M6E 3H4, Canada",,1.0,"1,200 Sq Ft",,1
,"West Bend, Toronto, ON M6P 2G1, Canada",,,,,
"$4,525","Bloor, Toronto, ON M5R 1C4, Canada",,2.0,"5,500 Sq Ft",,2
,"Little Italy, Toronto, ON M6H 1G9, Canada",,,,,
"$8,234","Toronto, ON M5J 0B1, Canada",,4.0,"2,200 Sq Ft",,6
,"Malton, Mississauga, ON L4T 2W7, Canada",,,,,
"$5,625","Toronto, ON M5J 0B1, Canada",,4.0,"2,000 Sq Ft",,4
,"North Midtown, Toronto, ON M4W 1L4, Canada",,,,,
"$9,824","Old Toronto, Chaplin Estates, CA",,1.0,495 Sq Ft,,3
,"The Beach Triangle, Toronto, ON M4L 1G7, Canada",,,,,
"$14,552","Toronto, North York, CA",,3.0,650 Sq Ft,,3
,"Highbrush, Pickering, ON L1V 6Y4, Canada",,,,,
"$7,174","University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,1.0,800 Sq Ft,,1
,3 dewitt rd,,,,,
"$7,908",,,1.0,"1,300 Sq Ft",,Studio
,,,,,,
"$3,995",,,1.0,"1,797 Sq Ft",,1
,,,,,,
"$1,997",,,1.0,89 Sq M,,1
,,,,,,
"$7,541",,,1.0,"1,200 Sq Ft",,1
,,,,,,
"$6,644",,,1.0,,,1
,,,,,,
"$1,440",,,3.0,,,2
,,,,,,
"$5,625",,,2.0,,,3
,,,,,,
"$1,300",,,3.0,,,3
,,,,,,
"$3,628",,,2.0,,,3
,,,,,,
"$4,350",,,2.0,,,2
,,,,,,
"$3,662",,,,,,3
,,,,,,
"$10,598","Toronto, ON M5V 1C1, Canada",,1.0,750 Sq Ft,,2
,"Toronto, Scarborough, CA",,,,,
$900,"Spadina, Toronto, ON M5V 3T5, Canada",,1.0,"2,500 Sq Ft",,1
,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,
"$3,587","Toronto, Jane & Finch, CA",,1.0,650 Sq Ft,,1
,"Bickford Park, Toronto, ON M6G 3L4, Canada",,,,,
"$4,525","Willowdale East, North York, ON M2N 7L4, Canada",,1.0,950 Sq Ft,,2
,"Toronto, ON M5J 0B1, Canada",,,,,
$900,"Etobicoke, ON M8Y 0A7, Canada",,1.0,,,3
,"Etobicoke West Mall, Etobicoke, ON M9C 0A9, Canada",,,,,
"$3,709","Upper Beach, Toronto, ON M4L 3V3, Canada",,1.0,,,2
,"Toronto, ON M5J 3A2, Canada",,,,,
"$6,767","Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,1.0,,,Studio
,"Spadina, Toronto, ON M5V 0E9, Canada",,,,,
"$3,872","Old Toronto, South Riverdale, CA",,1.0,,,1
,"Beaconsfield Village, Toronto, ON M6J 1P3, Canada",,,,,
"$3,139","Toronto, ON M5J 0B1, Canada",,1.0,,,1
,"Tarragon Village, Toronto, ON M5R 3B9, Canada",,,,,
"$5,136","Allenby, Toronto, ON M4R 1J6, Canada",,2.0,,,1
,"West Bend, Toronto, ON M6P 1A5, Canada",,,,,
"$6,807","Toronto, Birchmount Park, CA",,3.0,,,2
,"Seaton Village, Toronto, ON M6G 1Z4, Canada",,,,,
"$3,995",,,1.0,,,Studio
,,,,,,
"$7,296",,,1.0,,,3
,,,,,,
"$3,628",,,1.0,,,1
,,,,,,
$900,,,2.0,,,1
,,,,,,
"$3,139",,,2.0,,,1
,,,,,,
"$6,033",,,1.0,,,Studio
,,,,,,
"$9,824",,,2.0,,,2
,,,,,,
"$8,438",,,,,,Studio
,,,,,,
"$4,117",,,,,,3
,,,,,,
"$1,800",,,,,,1
,,,,,,
"$12,229",,,,,,2
,,,,,,
"$1,200","20 Brockton Ave, Toronto, ON M6K 1S5, Canada",,2.0,"2,600 Sq M",,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,700","165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada",,1.0,57 Sq M,,1
,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",,,,,
"$2,200","Toronto, ON M5E 0E3, Canada",,1.0,48 Sq M,,1
,"Mississauga, ON L5E 3E1, Canada",,,,,
"$2,950","M3H, Canada",,1.0,60 Sq M,,2
,"Richmond Hill, ON L4B 4M8, Canada",,,,,
"$3,913","Northcliffe Village, York, ON M6E 3H4, Canada",,1.0,"1,200 Sq Ft",,1
,"West Bend, Toronto, ON M6P 2G1, Canada",,,,,
